
running 5676 tests
test agent::feedback_client::auth_refresh_tests::try_refresh_credentials_returns_false_on_terminal_failure ... ok
test agent::feedback_client::auth_refresh_tests::try_refresh_credentials_picks_up_disk_rotation_without_hitting_idp ... ok
test agent::folder_trust::tests::claude_env_gate_drops_subdir_project_env_when_untrusted ... ok
test agent::folder_trust::tests::discover_hooks_gates_then_loads_project_hook_via_trust_verdict ... ok
test agent::folder_trust::tests::envrc_gate_drops_untrusted_then_loads_when_store_trusted ... ok
test agent::folder_trust::tests::project_scoped_mcp_names_cover_every_source ... ok
test agent::folder_trust::tests::kill_switch_allows_untrusted_repo_after_authoritative_resolve ... ok
test agent::folder_trust::tests::local_build_is_inert_launch_trust_auto_trusts ... ok
test agent::folder_trust::tests::no_configs_trust_is_provisional_and_regated_when_configs_appear ... ok
test agent::folder_trust::tests::project_agent_inline_hooks_gated_when_untrusted_but_user_kept ... ok
test agent::folder_trust::tests::project_scope_allowed_allows_inert_local_build ... ok
test agent::folder_trust::tests::record_and_lookup_round_trip ... ok
test agent::folder_trust::tests::project_scope_allowed_allows_repo_without_configs ... ok
test agent::folder_trust::tests::project_scope_allowed_allows_store_trusted_repo ... ok
test agent::folder_trust::tests::project_scope_allowed_denies_untrusted_plugin_only_repo ... ok
test agent::folder_trust::tests::project_scope_allowed_denies_untrusted_repo_with_configs ... ok
test agent::folder_trust::tests::unrecorded_key_recomputes_then_caches ... ok
test agent::folder_trust::tests::prompt_warranted_false_when_feature_disabled ... ok
test agent::handlers::workspaces::tests::degraded_response_carries_partial_reason ... ok
test agent::handlers::workspaces::tests::request_parses_camelcase_and_defaults_page_size ... ok
test agent::handlers::workspaces::tests::success_response_projects_grok_workspace_fields ... ok
test agent::models::tests::apply_config_both_none_preferred_preserves_current ... ok
test agent::models::tests::apply_config_falls_back_when_preferred_not_in_catalog ... ok
test agent::models::tests::apply_config_honors_new_preferred_model ... ok
test agent::models::tests::apply_config_old_some_new_none_preserves_current ... ok
test agent::folder_trust::tests::untrusted_workspace_drops_loaded_project_lsp ... ok
test agent::models::tests::apply_config_preserves_current_when_preferred_unchanged ... ok
test agent::models::tests::apply_refresh_result_only_updates_etag_on_success ... ok
test agent::models::tests::build_prefetched_map_distinct_ids_same_slug ... ok
test agent::models::tests::build_prefetched_map_duplicate_id_overwrites ... ok
test agent::models::tests::build_prefetched_map_no_id_falls_back_to_slug ... ok
test agent::models::tests::build_prefetched_map_none_id_falls_back_to_slug ... ok
test agent::models::tests::auth_refresh_then_config_reload_preserves_user_model ... ok
test agent::models::tests::campaign_only_flip_does_not_reselect_live_session ... ok
test agent::models::tests::cli_reasoning_effort_override_only_stamps_supporting_models ... ok
test agent::models::tests::config_menu_only_model_derives_support_and_default ... ok
test agent::models::tests::current_reasoning_effort_round_trip ... ok
test agent::models::tests::current_reasoning_effort_seeded_from_config ... ok
test agent::folder_trust::tests::prompt_warranted_false_when_store_trusted ... ok
test agent::models::tests::default_model_skips_oauth_only_for_api_key_users ... ok
test agent::models::tests::default_model_honors_allowlist_when_no_default_set ... ok
test agent::models::tests::default_reasoning_effort_only_stamps_supporting_model ... ok
test agent::models::tests::e0_embedded_catalog_resolves_formal_executor_and_consultant_ids ... ok
test agent::models::tests::failed_refresh_does_not_set_has_fetched_real_catalog ... ok
test agent::models::tests::fetch_and_apply_degrades_offline_when_remote_fetch_disabled ... ok
test agent::models::tests::is_campaign_only_flip_detects_campaign_driven_changes ... ok
test agent::models::tests::model_show_model_fingerprint_reads_catalog_flag ... ok
test agent::models::tests::first_apply_refresh_reselects_default_model ... ok
test agent::models::tests::model_switch_generation_snapshot_reflects_current_state ... ok
test agent::folder_trust::tests::prompt_warranted_false_without_repo_configs ... ok
test agent::models::tests::reasoning_effort_override_skips_models_that_do_not_offer_level ... ok
test agent::models::tests::rebuild_updates_models_and_available ... ok
test agent::models::tests::refresh_if_new_etag_skips_when_same ... ok
test agent::folder_trust::tests::prompt_warranted_true_for_untrusted_repo_with_configs ... ok
test agent::models::tests::reload_from_disk_cache_ignores_auth_method_mismatch ... ok
test agent::models::tests::reload_from_disk_cache_applies_external_catalog ... ok
test agent::models::tests::reload_from_disk_cache_ignores_legacy_cache_without_origin ... ok
test agent::models::tests::reload_from_disk_cache_ignores_origin_mismatch ... ok
test agent::models::tests::reload_from_disk_cache_ignores_stale_cache ... ok
test agent::models::tests::reload_from_disk_cache_resolves_default_on_first_catalog ... ok
test agent::models::tests::reload_from_disk_cache_recomputes_allowlist_excludes_all ... ok
test agent::models::tests::reload_from_disk_cache_skips_identical_catalog_and_adopts_etag ... ok
test agent::folder_trust::tests::resolve_launch_dir_trust_matches_resolve_and_record ... ok
test agent::models::tests::resolve_catalog_key_last_slug_match_wins ... ok
test agent::models::tests::resolve_catalog_key_maps_routing_slug_to_config_key ... ok
test agent::models::tests::resolve_catalog_key_prefers_exact_key_match ... ok
test agent::folder_trust::tests::revoke_ancestor_cascade_trusted_child_writes_explicit_untrust ... ok
test agent::models::tests::resolve_default_model_prefers_id_over_model_slug ... ok
test agent::models::tests::resolve_default_model_prefers_product_default_over_first_catalog_entry ... ok
test agent::folder_trust::tests::revoke_folder_trust_downgrades_cache ... ok
test agent::folder_trust::tests::revoke_never_trusted_folder_writes_no_deny_and_preserves_cascade ... ok
test agent::folder_trust::tests::revoke_on_unrecordable_home_root_records_no_deny ... ok
test agent::models::tests::selectable_catalog_key_for_persisted_none_when_resolved_not_available ... ok
test agent::models::tests::selectable_matches_routing_slug_when_no_exact_key ... ok
test agent::models::tests::selectable_prefers_available_identity_over_non_selectable_exact_key ... ok
test agent::models::tests::selectable_prefers_exact_key_over_later_slug_match ... ok
test agent::models::tests::clear_resets_has_fetched_real_catalog ... ok
test agent::models::tests::prefetch_env_none_when_remote_fetch_disabled_despite_credentials ... ok
test agent::models::tests::prefetch_env_resolves_when_remote_fetch_enabled ... ok
test agent::models::tests::resolve_api_key_used_when_no_session ... ok
test agent::models::tests::resolve_cached_session_wins_over_api_key ... ok
test agent::models::tests::visible_for_auth_logic ... ok
test agent::mvp_agent::folder_trust_prompt::tests::parse_interactive_trust_capability_absent_returns_false ... ok
test agent::models::tests::unavailable_campaign_default_falls_back_to_config_default ... ok
test agent::mvp_agent::folder_trust_prompt::tests::parse_interactive_trust_capability_false_returns_false ... ok
test agent::mvp_agent::folder_trust_prompt::tests::parse_interactive_trust_capability_present_and_true ... ok
test agent::models::tests::resolve_custom_endpoint_always_wins ... ok
test agent::mvp_agent::folder_trust_prompt::tests::request_serializes_camel_case_with_session_id ... ok
test agent::mvp_agent::folder_trust_prompt::tests::response_decodes_trust_reject_and_unknown_fail_closed ... ok
test agent::models::tests::resolve_deployment_key_outranks_ambient_api_key ... ok
test agent::mvp_agent::heap_profile::tests::kill_switch_patch_keeps_full_reapply_disabled ... ok
test agent::mvp_agent::heap_profile::tests::full_reapply_reads_stored_remote_jemalloc_fields ... ok
test agent::mvp_agent::heap_profile::tests::scoped_resolve_does_not_mutate_stored_remote_settings ... ok
test agent::mvp_agent::prompt_response_meta_tests::enriches_meta_with_camelcase_token_keys ... ok
test agent::mvp_agent::prompt_response_meta_tests::cancel_trigger_lands_as_camelcase_meta_key ... ok
test agent::mvp_agent::prompt_response_meta_tests::includes_baseline_keys_without_usage ... ok
test agent::models::tests::resolve_deployment_key_when_no_session_or_api_key ... ok
test agent::mvp_agent::prompt_response_meta_tests::preserves_zero_token_values ... ok
test agent::mvp_agent::prompt_response_meta_tests::structured_output_maps_to_camelcase_meta_keys ... ok
test agent::models::tests::subsequent_apply_refresh_preserves_user_model ... ok
test agent::mvp_agent::heap_profile::tests::scoped_partial_gates_and_free_resolve_agree ... ok
test agent::models::tests::resolve_falls_back_to_session_when_nothing_set ... ok
test agent::mvp_agent::tests::agent_name_unchanged_without_harness_rebuild ... ok
test agent::mvp_agent::tests::announcements_push_gate_emits_on_expiry_crossing ... ok
test agent::mvp_agent::tests::announcements_push_gate_emits_only_on_change ... ok
test agent::mvp_agent::tests::announcements_push_gate_force_mode_pushes_unchanged_and_empty ... ok
test agent::mvp_agent::tests::announcements_push_gate_ignores_expired_only_addition ... ok
test agent::mvp_agent::tests::allocate_turn_number_advances_counter ... ok
test agent::mvp_agent::tests::allow_access_from_remote_settings ... ok
test agent::mvp_agent::tests::announcements_push_gate_seed_reemits_nonempty_only ... ok
test agent::models::tests::subsequent_refresh_reselects_when_model_removed ... ok
test agent::mvp_agent::prompt_response_meta_tests::usage_object_lands_on_meta ... ok
test agent::mvp_agent::tests::broadcast_refresh_skill_baseline_sends_one_message_per_sender ... ok
test agent::mvp_agent::tests::broadcast_refresh_skill_baseline_tolerates_dropped_receiver ... ok
test agent::models::tests::validate_selectable_rejects_bad_allowlists ... ok
test agent::models::tests::set_current_model_id_change_fires_watch_to_all_subscribers ... ok
test agent::mvp_agent::tests::auth_type_session_based_with_current_returns_session_token ... ok
test agent::mvp_agent::tests::announcements_gen_seeds_from_epoch_and_strictly_increases ... ok
test agent::mvp_agent::tests::chat_initial_model_matrix ... ok
test agent::mvp_agent::tests::chat_new_session_model_state_matrix ... ok
test agent::mvp_agent::tests::chat_session_spawn_options_matches_thin_profile ... ok
test agent::mvp_agent::tests::auth_type_xai_api_key_no_current_returns_api_key ... ok
test agent::mvp_agent::tests::cached_token_fallthrough_falls_to_grok_com_without_credentials ... ok
test agent::mvp_agent::tests::acp_model_switch_apply_propagates_actor_rejection_without_mutating_handle ... ok
test agent::mvp_agent::tests::auth_type_no_method_id_no_current_returns_api_key ... ok
test agent::mvp_agent::tests::auth_type_no_method_id_with_current_returns_session_token ... ok
test agent::mvp_agent::tests::concurrent_load_guards_do_not_clobber_each_other ... ok
test agent::mvp_agent::tests::collection_config_gate_mirror_follows_trace_upload_flip ... ok
